# presynaptic cell type	cell ID	spike times
L23Trans_C2	16	54.7177159509,88.063411965,208.174729295,255.417991052,318.275678412,
L23Trans_C2	17	80.1746699261,253.624189389,
L23Trans_C2	18	35.4864980956,150.920340212,214.613031865,258.55829813,315.957845425,
L23Trans_C2	19	75.1259655723,122.528256612,160.142044066,208.321151263,
L23Trans_C2	20	289.696628768,
L23Trans_C2	21	4.57976047402,224.858552344,257.599017029,290.818602029,
L23Trans_C2	22	56.2144899609,185.430611276,298.842602333,
L23Trans_C2	23	279.319833986,313.929517177,
L23Trans_C2	24	261.444804092,
L23Trans_C2	25	101.313216174,204.683957888,343.833178292,
L23Trans_C2	26	21.0647794404,22.0765019451,76.8171131996,123.775296851,149.225458687,207.972898568,215.596288008,253.103057309,
L23Trans_C2	27	96.7132256107,188.420615866,254.189066113,256.539290705,259.674335941,
L23Trans_C2	28	255.238393275,
L23Trans_C2	29	37.4388697591,71.4503688295,175.100440036,
L23Trans_C2	30	4.93779725786,17.3718118593,137.945185342,166.699707754,
L23Trans_C2	31	19.4427343436,102.55593861,250.321598116,
L23Trans_C2	32	253.416492743,257.77127536,
L23Trans_C2	33	257.566699886,
L23Trans_C2	34	24.8917396637,85.1977238,253.741637795,
L23Trans_C2	35	43.4282231996,148.625643864,244.654294481,
L23Trans_C2	36	21.2585411532,201.779539658,309.443456547,
L23Trans_C2	37	232.895436134,
L23Trans_C2	38	55.4838544562,207.025386261,253.336909651,263.402978536,266.299847979,
L23Trans_C2	39	81.8470941129,228.265615793,253.949821288,343.343609557,
L23Trans_C2	40	6.60886862607,70.2113464874,117.159707224,152.941498205,253.601841811,267.888355857,278.506076766,336.036476034,344.96112735,
L23Trans_C2	41	114.361108,267.004422832,
L23Trans_C2	42	253.392859059,
L23Trans_C2	43	253.257743232,
L23Trans_C2	44	25.5765439102,199.534598856,257.278248076,276.625338339,
L23Trans_C2	45	8.10430210795,253.70346665,258.350188894,300.480112476,344.350594265,
L23Trans_C2	46	44.9112881086,256.03453622,317.45123394,326.843473762,
L23Trans_C2	47	207.134497671,281.410988646,
L23Trans_C2	48	29.7102415568,255.706901217,
L23Trans_C2	49	9.72457605193,93.482348588,110.498073903,256.984206022,280.823617466,288.311993118,
L23Trans_C2	50	101.888903821,126.977592201,211.62265134,254.756119677,
L23Trans_C2	51	253.032720048,268.00972539,
L23Trans_C2	52	253.755654948,256.830066036,
L23Trans_C2	53	96.164095655,
L23Trans_C2	54	198.482137117,
L23Trans_C2	55	253.857669067,
L23Trans_C2	56	254.472928018,
L23Trans_C2	57	28.1752531637,101.176912599,153.569705353,155.796392674,253.196608514,344.635536552,
L23Trans_C2	58	11.4023862028,65.6178836834,160.073266623,
L23Trans_C2	59	159.624507572,187.738180147,254.824380112,304.617196354,334.080134859,
L23Trans_C3	1	120.256623619,146.358384937,154.632333268,187.29340451,277.764793388,334.9263694,
L23Trans_D1	0	95.3428500752,133.277219095,171.881912062,
L23Trans_D2	0	23.5195579083,148.956840293,287.990744252,
L23Trans_D2	1	123.068880353,260.45082305,261.094709237,281.45703444,288.866967007,310.66626244,311.934156572,
L23Trans_D2	2	115.614200455,165.33249537,185.972851077,194.477103588,274.640833424,
L23Trans_D2	3	16.5089391606,270.500629632,
L23Trans_D2	4	251.969782802,287.233669607,
L23Trans_D2	5	128.381898159,160.533837902,215.90858925,264.533234733,
L23Trans_D2	6	266.286673787,
L23Trans_D2	7	10.0410539078,102.435948284,214.51069366,246.747710305,255.766078232,
L23Trans_D2	8	103.27575357,289.13087633,290.174370926,327.896815842,
L2_Alpha	6	48.4045435614,319.487818395,
L2_B1	0	273.891868026,
L2_B1	14	284.048917939,
L2_B1	15	178.299732259,
L2_B1	26	53.8341906633,
L2_B1	27	26.8573615874,
L2_B1	30	247.44935347,
L2_B1	32	65.1344092524,
L2_B1	44	45.7997653924,
L2_B1	45	276.985185685,
L2_B1	46	90.0873976215,
L2_B1	51	264.68510562,
L2_B1	57	113.152287963,
L2_B1	59	198.610044233,
L2_B1	68	286.075657705,
L2_B2	6	139.338570156,
L2_B2	7	30.3974920229,
L2_B2	8	294.559013778,
L2_B2	26	340.390579903,
L2_B2	29	122.031177212,
L2_B2	32	21.0197533466,
L2_B2	35	310.673697743,
L2_B2	44	335.753388118,
L2_B2	52	270.378838907,
L2_B2	55	294.832783547,
L2_B2	57	36.1864885492,
L2_B2	72	72.9987676973,
L2_B2	84	51.6779918005,
L2_B2	91	76.8656016528,256.398085159,
L2_B2	97	100.150963672,
L2_B2	99	290.806404749,
L2_B2	100	16.1179224634,19.2447803719,110.318715958,
L2_B2	102	283.10057499,
L2_B2	109	127.377039147,
L2_B2	112	142.693552067,
L2_B2	119	159.521284447,
L2_B2	133	286.987872133,
L2_B2	136	121.5081061,
L2_B2	137	206.763759826,
L2_B2	138	228.135730991,
L2_B2	152	278.852546947,
L2_B2	155	22.6853310778,307.891524785,
L2_B2	159	1.18104953979,
L2_B2	169	295.520899477,
L2_B2	179	56.6526764098,
L2_B2	189	175.424641049,
L2_B2	192	201.641145379,
L2_B2	199	330.552410513,
L2_B2	205	142.792389093,
L2_B2	210	144.706405455,
L2_B2	211	74.8292951083,
L2_B2	220	240.516925201,
L2_B2	222	155.027710408,
L2_B2	237	10.1410591212,
L2_B2	241	97.8379439243,
L2_B2	244	182.436882251,
L2_B2	255	178.813080383,
L2_B2	274	55.4007322268,
L2_B2	275	149.76616371,
L2_B3	0	200.49265176,
L2_B3	14	271.693448451,
L2_B3	19	293.852642231,
L2_B3	28	171.679036812,
L2_B3	32	254.156307292,
L2_B3	37	132.861062424,
L2_B3	40	71.9092361441,
L2_B3	42	64.2464834687,
L2_B3	45	260.204935279,290.953179298,
L2_B3	56	212.176819078,
L2_B3	63	14.5916273619,
L2_B3	76	150.399248692,
L2_B3	91	150.93921528,
L2_B3	98	126.555134397,
L2_B3	108	77.8746527311,
L2_B3	116	180.051901708,
L2_B3	126	248.720554632,
L2_B3	135	16.4090945051,59.7261236249,
L2_B3	140	337.205290677,
L2_B3	141	200.667871477,
L2_B4	11	269.873177612,
L2_B4	13	140.670021914,
L2_B4	14	50.324832899,
L2_B4	26	100.162722911,
L2_Beta	6	16.0473624797,104.182190013,
L2_Beta	9	219.771410056,
L2_Beta	26	91.1742659748,
L2_Beta	32	87.8323662052,342.77584376,
L2_Beta	34	88.996366048,
L2_Beta	37	10.5064768944,253.908448225,
L2_Beta	47	111.15031758,
L2_Beta	68	1.09824653784,
L2_Beta	69	233.971412629,
L2_Beta	70	62.4470431219,
L2_Beta	79	230.541861558,
L2_C1	1	199.644423928,
L2_C1	11	128.553172276,
L2_C1	12	343.496842058,
L2_C1	18	88.3916598967,
L2_C1	20	261.860093925,319.186975971,
L2_C1	34	327.992781273,
L2_C1	36	300.687343868,
L2_C1	45	202.984679539,
L2_C1	48	146.401838432,
L2_C1	55	162.11147146,
L2_C1	61	311.616785383,
L2_C1	66	305.054728536,
L2_C1	68	86.3473123825,
L2_C1	73	91.8267654249,
L2_C1	78	303.149387236,
L2_C1	84	2.0016156675,
L2_C1	90	229.369778674,
L2_C1	93	25.5174040686,
L2_C1	95	127.349440687,
L2_C1	98	18.7679737395,
L2_C1	100	151.949582724,
L2_C1	109	269.918201596,
L2_C1	111	260.60756359,
L2_C1	112	328.39721484,
L2_C1	113	199.943089975,
L2_C1	115	298.333511446,
L2_C1	122	280.41861206,
L2_C1	130	62.4343101808,
L2_C1	131	221.294883835,
L2_C1	134	56.4513836238,
L2_C1	138	247.413401439,296.11952755,
L2_C1	150	39.92153918,
L2_C1	151	300.396430579,
L2_C1	155	141.960223863,196.671839898,
L2_C1	168	292.780143713,
L2_C1	175	169.449671154,
L2_C1	177	223.695721117,
L2_C1	180	16.9691787702,
L2_C1	183	337.796875648,
L2_C1	184	83.535516239,
L2_C1	191	267.680719822,
L2_C1	205	171.632446766,
L2_C1	226	253.510579647,
L2_C1	234	166.544324955,
L2_C1	263	319.20914905,
L2_C1	268	121.146272651,
L2_C1	283	85.8519335341,
L2_C1	289	188.342088934,
L2_C1	290	38.7763848687,
L2_C2	25	141.509925409,
L2_C2	26	120.753270393,
L2_C2	28	9.49763849976,
L2_C2	35	172.836401684,
L2_C2	43	70.3847902451,
L2_C2	47	321.55108771,
L2_C2	48	143.622832197,
L2_C2	49	63.097639891,
L2_C2	52	96.7258463044,
L2_C2	54	10.7505954781,
L2_C2	55	12.8473626488,13.7748012992,
L2_C2	56	223.132203439,
L2_C2	59	325.802333049,
L2_C2	61	255.915055136,
L2_C2	64	266.243387075,
L2_C2	65	97.6219845575,
L2_C2	69	152.613794716,
L2_C2	72	275.491558113,
L2_C2	73	162.389611545,
L2_C2	82	113.475956171,
L2_C2	83	288.939527335,
L2_C2	94	171.69437704,
L2_C2	99	176.201289051,
L2_C2	101	300.95973061,
L2_C2	103	246.563056006,
L2_C2	106	303.903925208,
L2_C2	107	145.117375989,
L2_C2	108	240.32578575,
L2_C2	109	53.0454155479,
L2_C2	113	85.304853233,
L2_C2	118	214.466731932,
L2_C2	123	10.0361014628,213.333235962,
L2_C2	129	25.0079231569,97.1264140506,
L2_C2	130	293.128707487,
L2_C2	133	125.751215545,
L2_C2	136	119.883330766,
L2_C2	140	154.431017588,
L2_C2	146	133.556769289,
L2_C2	149	74.1288019922,
L2_C2	157	308.159747613,
L2_C2	160	116.378994348,
L2_C2	163	36.1875913662,
L2_C2	172	194.227177845,
L2_C2	181	169.033927457,
L2_C2	189	94.9591556623,
L2_C2	193	10.6497989347,
L2_C2	195	147.184637174,
L2_C2	197	0.360315998755,
L2_C2	203	283.982284146,
L2_C2	213	55.8660637331,
L2_C2	215	17.2867084744,
L2_C2	221	106.14079999,309.07896804,
L2_C2	233	240.561708089,
L2_C2	235	15.9004017716,192.299081799,
L2_C2	251	247.445708126,
L2_C2	254	267.521179575,
L2_C2	260	97.4352780351,
L2_C2	261	332.988194745,
L2_C2	262	249.667229125,283.301802834,
L2_C2	266	250.637727293,
L2_C2	277	271.279925814,
L2_C2	279	110.470818377,
L2_C2	282	175.486363148,
L2_C2	283	101.031528925,
L2_C2	298	255.608408621,
L2_C2	303	113.353534059,
L2_C2	304	39.2430930084,97.93811764,
L2_C2	305	154.325528214,
L2_C2	309	214.964814077,
L2_C2	314	213.97408185,
L2_C2	317	287.515811333,
L2_C2	319	165.34148525,
L2_C2	322	295.821545563,
L2_C2	325	327.875616026,
L2_C2	334	209.560171415,
L2_C2	344	78.3627234729,
L2_C2	345	173.861903196,
L2_C2	347	186.058217264,
L2_C2	354	35.6795745969,
L2_C2	373	330.120329457,
L2_C2	374	208.588951742,234.758358898,267.26380777,
L2_C2	375	248.748115198,
L2_C2	389	194.365546204,292.449663199,
L2_C2	407	106.448319031,
L2_C2	408	105.535550008,
L2_C2	413	322.798833985,
L2_C2	414	261.817912438,
L2_C2	417	78.764482113,
L2_C2	436	235.687353549,
L2_C2	441	262.536628607,
L2_C2	444	289.41873945,
L2_C2	448	117.94431918,238.141329104,
L2_C2	450	128.209230717,
L2_C2	452	202.546046633,
L2_C2	462	115.910574196,
L2_C2	465	129.40315243,256.513631898,
L2_C2	469	120.611674458,
L2_C2	473	259.356233863,
L2_C2	478	265.896026672,
L2_C2	482	146.30349433,
L2_C2	484	138.571132062,
L2_C2	485	153.051279064,
L2_C2	492	127.483881141,
L2_C2	493	322.15846117,
L2_C2	498	283.071013875,
L2_C2	512	265.610993278,
L2_C2	513	67.0510647643,257.821170103,
L2_C2	514	79.5335524999,
L2_C2	524	166.426708296,
L2_C2	530	217.843898936,
L2_C2	535	17.552739197,
L2_C2	536	127.167410791,
L2_C2	538	281.392548954,
L2_C2	547	172.749782687,
L2_C2	551	254.141068276,
L2_C2	552	169.5935457,
L2_C2	563	298.635826115,
L2_C2	564	169.82477087,
L2_C2	566	193.799891009,
L2_C2	568	178.878216394,
L2_C2	576	5.39371961662,
L2_C2	584	169.718967555,
L2_C2	585	83.7468677453,
L2_C2	603	88.440669083,
L2_C2	620	262.861358183,
L2_C2	630	170.53766703,
L2_C2	636	243.647385663,
L2_C2	638	90.9281100018,
L2_C2	639	18.4381376692,
L2_C2	652	92.3067634049,
L2_C2	653	344.985976043,
L2_C2	657	1.82747977253,
L2_C2	658	112.087147341,
L2_C2	660	97.2313669481,194.760231045,
L2_C2	662	256.585196016,
L2_C2	664	236.820763226,
L2_C2	665	94.8342141892,
L2_C2	670	202.907676842,295.748362769,
L2_C2	692	196.618347017,
L2_C2	693	314.028180774,
L2_C2	700	12.3216533858,282.346111548,
L2_C2	723	182.626171929,
L2_C2	732	27.3934761253,
L2_C2	734	293.256872329,
L2_C2	739	144.053269966,276.137506432,
L2_C2	744	174.957065747,
L2_C2	754	334.253993047,
L2_C2	779	78.076616626,
L2_C2	782	72.9185078288,
L2_C2	785	274.430820605,
L2_C2	786	110.976615334,
L2_C2	801	173.878350504,
L2_C2	805	172.640986341,
L2_C2	815	85.6304926331,103.459177886,
L2_C2	817	249.27897821,
L2_C2	837	34.1124991772,
L2_C2	858	56.1835150709,
L2_C2	867	126.579670435,148.882392789,
L2_C2	877	71.1106236347,
L2_C2	880	270.352830694,
L2_C2	884	39.4758034037,
L2_C2	892	50.9952378273,
L2_C2	895	53.5245412456,
L2_C2	902	314.589693307,
L2_C2	907	125.803584217,
L2_C2	908	263.992373725,
L2_C2	911	311.894679067,
L2_C2	920	34.0498558671,153.610134769,171.289245726,
L2_C2	934	237.53901637,
L2_C2	936	125.373158299,
L2_C2	938	234.650254581,
L2_C2	939	288.861132269,
L2_C2	951	288.323393579,
L2_C2	955	91.4390132468,
L2_C2	957	263.707717814,
L2_C2	958	93.0569344204,197.031903114,
L2_C2	960	69.1320205307,203.748907712,
L2_C2	962	211.985665903,
L2_C2	966	153.972614283,
L2_C2	968	44.3557382793,
L2_C2	970	213.011629763,
L2_C2	988	239.416340019,
L2_C2	998	217.325079383,
L2_C2	1003	187.311607374,190.539824646,
L2_C2	1005	288.892618477,
L2_C2	1011	145.840968324,
L2_C2	1014	91.831574333,
L2_C2	1021	173.347306829,
L2_C2	1024	204.254529767,
L2_C2	1026	287.054876407,
L2_C2	1036	55.3890282516,
L2_C2	1050	43.2368213916,
L2_C2	1060	288.718524032,
L2_C2	1061	156.295091272,
L2_C2	1068	293.508162539,
L2_C2	1078	214.925124478,
L2_C2	1079	213.959293993,
L2_C2	1083	216.556269668,
L2_C2	1090	90.9655639282,
L2_C2	1095	229.259393522,
L2_C2	1102	272.076840015,
L2_C2	1111	8.91183060577,
L2_C2	1125	287.914198518,
L2_C2	1127	127.72675883,
L2_C2	1136	69.1235839129,
L2_C2	1146	257.741712258,
L2_C2	1156	229.746882226,
L2_C2	1160	288.938123486,
L2_C2	1165	85.4837674604,91.2721556886,
L2_C2	1168	215.298702345,
L2_C2	1176	71.5667079221,
L2_C2	1179	110.73907201,
L2_C3	8	265.616325576,
L2_C3	11	225.373573393,
L2_C3	13	219.876085668,
L2_C3	16	230.763270899,
L2_C3	27	310.351847324,
L2_C3	30	246.851402676,
L2_C3	39	8.47640196868,291.169646706,
L2_C3	55	165.503712,
L2_C3	73	80.2212332639,
L2_C3	80	249.145512459,
L2_C3	82	214.930757866,
L2_C3	88	216.096737656,
L2_C3	90	248.002661789,
L2_C3	91	43.0507798316,
L2_C3	100	144.480875066,
L2_C3	113	122.892905576,
L2_C3	124	246.356607169,
L2_C3	131	288.264493854,
L2_C3	133	137.874452489,
L2_C3	157	12.9227653285,
L2_C3	162	274.032282228,
L2_C3	172	75.1277535283,155.023026923,
L2_C3	173	264.945747264,
L2_C3	182	113.252907012,260.73022053,
L2_C3	184	99.2651755428,
L2_C3	191	293.804594863,
L2_C3	192	3.55618289738,
L2_C3	194	300.248315671,
L2_C3	203	175.828052522,
L2_C3	206	85.9543292371,
L2_C3	211	104.159866132,
L2_C3	231	104.087697647,
L2_C3	242	326.959799452,
L2_C3	246	256.864989329,336.774903893,
L2_C3	248	175.161062632,
L2_C3	252	71.8348340524,
L2_C3	254	144.327607798,
L2_C3	263	273.643857137,
L2_C3	283	269.840911848,
L2_C3	289	176.548733517,
L2_C3	290	338.213886975,
L2_C3	291	317.693414462,
L2_C3	292	189.76832208,211.27592888,
L2_C3	294	136.974669875,
L2_C3	298	222.591812156,
L2_C4	6	204.254529767,
L2_C4	7	184.638004334,
L2_C4	16	242.460709923,
L2_C4	17	341.058675795,
L2_D1	2	219.280068183,
L2_D1	6	133.857136571,
L2_D1	31	286.695846863,
L2_D1	36	62.9199546221,90.4245879708,
L2_D1	51	154.367255829,
L2_D1	52	197.622862179,
L2_D1	54	76.2090374475,
L2_D1	57	270.751782515,
L2_D1	58	7.03139462334,
L2_D1	59	284.966798174,
L2_D1	67	288.896631013,
L2_D1	70	276.082866862,
L2_D1	71	219.183392515,
L2_D1	93	301.73603469,
L2_D2	5	272.607464914,
L2_D2	13	1.49095732565,
L2_D2	25	311.268479516,
L2_D2	35	237.758069019,
L2_D2	38	134.797131362,247.645361827,
L2_D2	41	116.760850487,
L2_D2	50	166.710248097,
L2_D2	59	262.871995318,
L2_D2	64	237.559849587,
L2_D2	69	254.104925075,
L2_D2	72	104.463822707,
L2_D2	79	212.43670333,
L2_D2	89	72.3750859412,
L2_D2	92	272.266136954,
L2_D2	96	151.170338216,
L2_D2	97	280.003796146,316.602903996,
L2_D2	99	228.144169776,
L2_D2	106	118.676735002,
L2_D2	113	44.616099365,53.5845028882,
L2_D2	117	272.131325023,
L2_D2	128	178.572187482,
L2_D2	141	118.958035245,157.510935907,
L2_D2	162	342.892306044,
L2_D2	164	220.897494831,
L2_D2	165	306.135693181,
L2_D2	166	18.6275028186,
L2_D2	181	170.081620778,
L2_D2	182	259.002393028,
L2_D2	185	272.073590932,
L2_D2	188	221.191017595,
L2_D2	190	268.542631907,
L2_D2	194	79.4745329619,
L2_D2	201	172.337065936,
L2_D2	204	212.143746495,285.803054079,
L2_D2	206	101.112138927,211.195148743,
L2_D2	207	243.874142076,
L2_D2	220	186.925337723,280.929272182,
L2_D2	224	232.825759973,
L2_D2	226	331.702464277,
L2_D2	230	256.799679099,
L2_D2	234	271.649220832,
L2_D2	238	190.438802564,
L2_D2	241	277.56577048,
L2_D2	251	249.713209206,
L2_D2	255	285.648183913,
L2_D2	259	249.466061917,
L2_D2	261	145.114174697,
L2_D2	262	43.7992115031,
L2_D2	267	17.5964216855,283.469999031,
L2_D2	271	11.8101995615,
L2_D2	279	105.840777469,
L2_D2	283	196.223655127,
L2_D2	294	65.1256466254,
L2_D2	295	286.992378643,
L2_D2	303	81.4633134168,
L2_D2	304	27.4570352472,100.097779002,
L2_D3	1	197.650058676,
L2_D3	16	87.5522741124,
L2_D3	23	149.002953454,
L2_D3	25	307.26620138,
L2_D3	28	277.39272851,
L2_D3	29	264.547703945,
L2_D3	36	161.499513353,
L2_D3	38	293.494794389,
L2_D3	47	89.5657087223,
L2_D3	51	270.080796737,
L2_D3	52	324.154235907,
L2_D3	54	41.4651054446,
L2_D4	19	129.500533625,
L2_D4	22	286.591938583,
L2_D4	26	57.2756671686,
L2_D4	28	104.075612967,
L2_D4	37	211.357686049,
L2_D4	50	13.5734493796,
L2_D4	56	288.634124137,
L2_D4	62	178.433960596,
L2_D4	63	42.6831373124,
L2_E1	7	238.366550547,
L2_E1	14	202.657686783,
L2_Gamma	11	23.0616170175,
L2_Gamma	12	5.57234935011,
L2_Gamma	26	103.356678945,
L2_Gamma	35	299.070540264,
L2_Gamma	41	56.919476374,
L2_Gamma	45	95.9174444243,
L2_Gamma	46	238.841866348,
L34_A1	2	290.758054152,
L34_A1	22	25.7831301755,
L34_A1	25	329.752907938,
L34_A2	0	238.122229939,
L34_A2	5	201.510609905,
L34_A2	18	11.7087188001,
L34_A2	19	161.831680763,
L34_A2	21	39.4005353966,
L34_A2	24	323.038102476,
L34_A4	2	70.1492145924,
L34_Alpha	0	145.540567425,
L34_Alpha	3	295.780846558,
L34_Alpha	6	82.3366306774,316.321890361,
L34_Alpha	11	18.3841288883,133.443977564,
L34_Alpha	29	180.772666496,255.771652271,
L34_Alpha	35	15.2003479737,98.6329840682,
L34_Alpha	56	219.51497544,
L34_Alpha	59	107.881061758,
L34_Alpha	75	272.899248576,
L34_B1	10	28.0695529535,
L34_B1	12	127.864020709,
L34_B1	14	33.1871730378,
L34_B1	17	17.0480513928,
L34_B1	18	284.319292876,295.635708239,
L34_B1	32	107.288554625,
L34_B1	36	322.493677216,
L34_B1	38	307.45669466,
L34_B1	63	96.1375702913,
L34_B1	78	343.083480988,
L34_B1	87	309.912077595,
L34_B1	95	48.6661236551,
L34_B1	114	18.7018923334,
L34_B1	116	51.3594000415,
L34_B1	126	195.539398814,
L34_B1	134	172.032351644,
L34_B1	137	191.48486705,
L34_B1	144	46.5924511338,
L34_B1	152	66.546507312,
L34_B1	182	319.575044544,
L34_B1	195	101.500759351,
L34_B1	198	24.1000024635,
L34_B1	206	277.117145948,
L34_B1	222	316.510862333,
L34_B2	15	89.9439392851,
L34_B2	21	245.810744744,
L34_B2	30	158.522157743,
L34_B2	39	144.453930339,
L34_B2	67	34.4929209571,
L34_B2	81	101.203781447,
L34_B2	96	313.628845554,
L34_B2	99	158.046024006,
L34_B2	115	328.968880326,
L34_B2	117	67.3076200664,
L34_B2	118	162.349965057,226.507979302,
L34_B2	133	26.7296215415,
L34_B2	140	111.239845576,
L34_B2	180	33.2358833904,
L34_B2	193	16.0405458364,189.964445691,
L34_B2	196	132.57021743,315.520824767,
L34_B2	207	132.57021743,315.520824767,
L34_B2	209	183.751962646,232.666222702,
L34_B2	261	305.347857913,
L34_B2	280	9.80373467286,
L34_B2	295	247.762227495,
L34_B2	301	288.132074456,
L34_B2	312	82.4729943912,289.193634678,
L34_B2	323	309.686472442,
L34_B2	330	121.102684021,
L34_B2	331	233.084693934,
L34_B2	332	164.72050198,
L34_B2	334	7.35102000235,
L34_B2	342	201.393843524,
L34_B2	368	317.729987327,
L34_B2	378	247.725117207,
L34_B2	385	231.804770694,
L34_B2	404	73.1271819941,
L34_B2	415	158.370192297,
L34_B2	420	162.562938362,
L34_B3	2	289.213816486,
L34_B3	50	268.810697574,
L34_B3	65	278.370033755,
L34_B3	66	135.493301276,
L34_B3	76	101.087944354,
L34_B3	110	131.088144658,
L34_B3	113	226.332452032,
L34_B3	117	193.73180008,
L34_B3	126	258.734533443,273.595284951,
L34_B3	150	27.0096021945,
L34_B3	151	29.8293009211,
L34_B3	152	292.995556458,
L34_B3	159	182.847014924,
L34_B3	174	201.106822202,338.288010785,
L34_B3	179	260.339707531,
L34_B4	1	136.099011621,
L34_B4	14	136.280057387,
L34_B4	30	89.9691537747,
L34_B4	32	309.849162412,
L34_B4	34	148.859259111,
L34_B4	39	89.987312799,
L34_B4	52	161.902054283,
L34_Beta	1	141.277161384,
L34_Beta	3	304.753878346,
L34_Beta	4	172.997020508,256.373383994,
L34_Beta	27	126.474198247,
L34_Beta	32	245.600445778,
L34_C1	9	319.725959548,
L34_C1	19	93.0372055104,
L34_C1	24	234.943703314,
L34_C1	25	177.121470719,
L34_C1	36	242.807335407,
L34_C1	52	210.663966603,
L34_C1	76	99.0842351549,
L34_C1	98	24.6374905831,
L34_C1	105	173.886398401,
L34_C1	108	150.459335912,
L34_C1	109	21.6904828459,
L34_C1	135	32.1757310351,
L34_C1	142	143.006222422,
L34_C1	143	299.496037436,
L34_C1	145	113.529340343,
L34_C1	147	163.863498889,
L34_C1	148	101.735898807,
L34_C1	156	269.264949171,
L34_C1	157	180.886916365,
L34_C1	159	129.529383651,
L34_C1	171	210.191424513,
L34_C1	176	59.8156845802,
L34_C1	185	319.76206351,
L34_C1	194	116.293368773,
L34_C1	212	169.112996229,
L34_C1	219	41.2682880273,
L34_C1	221	145.179128538,
L34_C1	233	293.397131711,
L34_C1	234	293.0395135,
L34_C1	236	166.823338652,
L34_C1	239	139.556852168,
L34_C1	244	191.257771452,
L34_C1	246	309.483767467,
L34_C1	252	257.467648967,263.215425818,
L34_C1	261	71.2899983261,
L34_C1	267	269.676054779,
L34_C1	286	113.875637665,
L34_C1	309	32.9764260563,
L34_C1	313	35.2609479106,
L34_C1	322	121.065055377,
L34_C1	333	177.419901104,
L34_C1	342	162.415242876,
L34_C1	344	2.36732364833,
L34_C1	346	273.940410032,
L34_C1	370	206.267498798,
L34_C1	373	230.5176448,
L34_C1	381	250.050286855,287.060035787,
L34_C1	386	136.232046899,
L34_C1	389	204.447020529,
L34_C1	390	170.742883007,
L34_C1	407	227.650590804,
L34_C1	409	203.057815872,
L34_C2	0	258.503925979,
L34_C2	1	258.651223886,
L34_C2	4	90.5597384769,
